date,pred_native_15m,charge_window,discharge_window,charge_mwh,discharge_mwh,soc_end,gross,aux_cost,net,pf_gross,pf_aux_cost,pf_net
2026-03-05,False,04:45–24:00,06:15–23:15,1190.95,715.0,386.6,159465.0,1457.0,158009.0,324478.0,1457.0,323021.0
2026-03-06,False,00:00–16:00,01:15–20:45,984.88,1265.0,-0.0,128289.0,4789.0,123501.0,211836.0,4789.0,207048.0
2026-03-07,False,01:00–20:45,02:15–24:00,1200.0,865.1,237.9,132918.0,821.0,132097.0,227119.0,821.0,226298.0
2026-03-08,False,00:00–16:15,02:15–24:00,1033.63,1167.5,0.0,334997.0,2365.0,332633.0,289472.0,2365.0,287107.0
2026-03-09,False,08:45–24:00,17:45–20:00,1200.0,328.85,800.0,50837.0,1054.0,49783.0,102471.0,1054.0,101417.0
2026-03-10,False,01:15–17:00,00:00–24:00,1117.91,1780.45,0.0,451256.0,1954.0,449302.0,525050.0,1954.0,523096.0
2026-03-11,False,–,–,0.0,0.0,0.0,0.0,4419.0,-4419.0,253617.0,4419.0,249197.0
2026-03-12,False,07:45–21:00,10:45–19:45,1200.0,328.85,800.0,35662.0,-157.0,35819.0,125448.0,-157.0,125605.0
2026-03-13,False,02:00–16:15,01:00–13:45,787.68,716.79,800.0,-31973.0,2747.0,-34720.0,493332.0,2747.0,490585.0
2026-03-14,False,09:00–16:00,00:45–23:15,877.5,1561.68,0.0,408612.0,4872.0,403740.0,-138018.0,4872.0,-142890.0
2026-03-15,False,–,–,0.0,0.0,0.0,0.0,4203.0,-4203.0,460841.0,4203.0,456638.0
2026-03-16,False,08:15–17:15,10:45–22:15,1106.49,1006.9,-0.0,75537.0,542.0,74995.0,165050.0,542.0,164508.0
2026-03-17,False,00:00–16:30,02:30–07:00,1200.0,328.85,800.0,8201.0,2556.0,5645.0,569951.0,2556.0,567396.0
2026-03-18,False,09:00–24:00,01:00–22:30,1098.63,1585.45,186.0,389189.0,1565.0,387625.0,311284.0,1565.0,309720.0
2026-03-19,False,04:45–16:45,01:00–23:30,1145.59,1219.94,-0.0,421992.0,2350.0,419642.0,451842.0,2350.0,449492.0
